"Kod";"Nazwa";"ogółem;ogółem;2019;[osoba]";
2808062;"Srokowo (2)";3754;
2809000;"Powiat lidzbarski";41180;
2809011;"Lidzbark Warmiński (1)";15697;
2809022;"Kiwity (2)";3286;
2809032;"Lidzbark Warmiński (2)";6692;
2809042;"Lubomino (2)";3596;
2809053;"Orneta (3)";11909;
2809054;"Orneta - miasto (4)";8723;
2809055;"Orneta - obszar wiejski (5)";3186;
2810000;"Powiat mrągowski";49762;
2810011;"Mrągowo (1)";21556;
2810023;"Mikołajki (3)";8131;
2810024;"Mikołajki - miasto (4)";3787;
2810025;"Mikołajki - obszar wiejski (5)";4344;
2810032;"Mrągowo (2)";7975;
2810042;"Piecki (2)";7572;
2810052;"Sorkwity (2)";4528;
2811000;"Powiat nidzicki";32857;
2811012;"Janowiec Kościelny (2)";3202;
2811022;"Janowo (2)";2654;
2811032;"Kozłowo (2)";5998;
2811043;"Nidzica (3)";21003;
2811044;"Nidzica - miasto (4)";13694;
2811045;"Nidzica - obszar wiejski (5)";7309;
2812000;"Powiat nowomiejski";43822;
2812011;"Nowe Miasto Lubawskie (1)";10850;
2812022;"Biskupiec (2)";9308;
2812032;"Grodziczno (2)";6308;
2812042;"Kurzętnik (2)";9111;
2812052;"Nowe Miasto Lubawskie (2)";8245;
2813000;"Powiat olecki";34148;
2813032;"Kowale Oleckie (2)";4960;
2813043;"Olecko (3)";22025;
2813044;"Olecko - miasto (4)";16422;
2813045;"Olecko - obszar wiejski (5)";5603;
2813052;"Świętajno (2)";3883;
2813062;"Wieliczki (2)";3280;
2814000;"Powiat olsztyński";126781;
2814013;"Barczewo (3)";18019;
2814014;"Barczewo - miasto (4)";7501;
2814015;"Barczewo - obszar wiejski (5)";10518;
2814023;"Biskupiec (3)";18997;
2814024;"Biskupiec - miasto (4)";10634;
2814025;"Biskupiec - obszar wiejski (5)";8363;
2814033;"Dobre Miasto (3)";15844;
2814034;"Dobre Miasto - miasto (4)";10182;
2814035;"Dobre Miasto - obszar wiejski (5)";5662;
2814042;"Dywity (2)";12004;
2814052;"Gietrzwałd (2)";6685;
2814063;"Jeziorany (3)";7669;
2814064;"Jeziorany - miasto (4)";3153;
2814065;"Jeziorany - obszar wiejski (5)";4516;
2814072;"Jonkowo (2)";7430;
2814082;"Kolno (2)";3137;
2814093;"Olsztynek (3)";13701;
2814094;"Olsztynek - miasto (4)";7514;
2814095;"Olsztynek - obszar wiejski (5)";6187;
2814102;"Purda (2)";8708;
2814112;"Stawiguda (2)";10548;
2814122;"Świątki (2)";4039;
2815000;"Powiat ostródzki";104151;
2815011;"Ostróda (1)";32888;
2815022;"Dąbrówno (2)";4283;
2815032;"Grunwald (2)";5638;
2815042;"Łukta (2)";4455;
2815052;"Małdyty (2)";6251;
2815063;"Miłakowo (3)";5404;
2815064;"Miłakowo - miasto (4)";2540;
2815065;"Miłakowo - obszar wiejski (5)";2864;
2815073;"Miłomłyn (3)";4919;
2815074;"Miłomłyn - miasto (4)";2427;
2815075;"Miłomłyn - obszar wiejski (5)";2492;
2815083;"Morąg (3)";24199;
2815084;"Morąg - miasto (4)";13701;
2815085;"Morąg - obszar wiejski (5)";10498;
2815092;"Ostróda (2)";16114;
2816000;"Powiat piski";56135;
2816013;"Biała Piska (3)";11622;
2816014;"Biała Piska - miasto (4)";4030;
2816015;"Biała Piska - obszar wiejski (5)";7592;
2816023;"Orzysz (3)";8863;
2816024;"Orzysz - miasto (4)";5535;
2816025;"Orzysz - obszar wiejski (5)";3328;
2816033;"Pisz (3)";27659;
2816034;"Pisz - miasto (4)";19198;
2816035;"Pisz - obszar wiejski (5)";8461;
2816043;"Ruciane-Nida (3)";7991;
2816044;"Ruciane-Nida - miasto (4)";4451;
2816045;"Ruciane-Nida - obszar wiejski (5)";3540;
2817000;"Powiat szczycieński";69376;
2817011;"Szczytno (1)";23088;
2817022;"Dźwierzuty (2)";6492;
2817032;"Jedwabno (2)";3631;
2817043;"Pasym (3)";5312;
2817044;"Pasym - miasto (4)";2498;
2817045;"Pasym - obszar wiejski (5)";2814;
2817052;"Rozogi (2)";5523;
2817062;"Szczytno (2)";13095;
2817072;"Świętajno (2)";5774;
2817083;"Wielbark (3)";6461;
2817084;"Wielbark - miasto (4)";2987;
2817085;"Wielbark - obszar wiejski (5)";3474;
2818000;"Powiat gołdapski";26689;
2818012;"Banie Mazurskie (2)";3671;
2818022;"Dubeninki (2)";2886;
2818033;"Gołdap (3)";20132;
2818034;"Gołdap - miasto (4)";13708;
2818035;"Gołdap - obszar wiejski (5)";6424;
2819000;"Powiat węgorzewski";22638;
2819012;"Budry (2)";2780;
2819022;"Pozezdrze (2)";3253;
2819033;"Węgorzewo (3)";16605;
2819034;"Węgorzewo - miasto (4)";11280;
2819035;"Węgorzewo - obszar wiejski (5)";5325;
2861000;"Powiat m.Elbląg";119317;
2861011;"Elbląg (1)";119317;
2862000;"Powiat m.Olsztyn";171979;
2862011;"Olsztyn (1)";171979;
3000000;"WIELKOPOLSKIE";3498733;
3001000;"Powiat chodzieski";47055;
3001011;"Chodzież (1)";18480;
3001022;"Budzyń (2)";8526;
3001032;"Chodzież (2)";6100;
3001043;"Margonin (3)";6447;
3001044;"Margonin - miasto (4)";2983;
3001045;"Margonin - obszar wiejski (5)";3464;
3001053;"Szamocin (3)";7502;
3001054;"Szamocin - miasto (4)";4192;
3001055;"Szamocin - obszar wiejski (5)";3310;
3002000;"Powiat czarnkowsko-trzcianecki";86990;
3002011;"Czarnków (1)";10607;
3002022;"Czarnków (2)";11419;
3002032;"Drawsko (2)";5775;
3002043;"Krzyż Wielkopolski (3)";8693;
3002044;"Krzyż Wielkopolski - miasto (4)";6176;
3002045;"Krzyż Wielkopolski - obszar wiejski (5)";2517;
3002052;"Lubasz (2)";7701;
3002062;"Połajewo (2)";6173;
3002073;"Trzcianka (3)";24318;
3002074;"Trzcianka - miasto (4)";17140;
3002075;"Trzcianka - obszar wiejski (5)";7178;
3002083;"Wieleń (3)";12304;
3002084;"Wieleń - miasto (4)";5860;
3002085;"Wieleń - obszar wiejski (5)";6444;
3003000;"Powiat gnieźnieński";145418;
3003011;"Gniezno (1)";68217;
3003023;"Czerniejewo (3)";7405;
3003024;"Czerniejewo - miasto (4)";2691;
3003025;"Czerniejewo - obszar wiejski (5)";4714;
3003032;"Gniezno (2)";12268;
3003042;"Kiszkowo (2)";5443;
3003053;"Kłecko (3)";7452;
3003054;"Kłecko - miasto (4)";2618;
3003055;"Kłecko - obszar wiejski (5)";4834;
3003062;"Łubowo (2)";6743;
3003072;"Mieleszyn (2)";4038;
3003082;"Niechanowo (2)";5965;
3003093;"Trzemeszno (3)";14294;
3003094;"Trzemeszno - miasto (4)";7655;
3003095;"Trzemeszno - obszar wiejski (5)";6639;
3003103;"Witkowo (3)";13593;
3003104;"Witkowo - miasto (4)";7812;
3003105;"Witkowo - obszar wiejski (5)";5781;
3004000;"Powiat gostyński";75908;
3004013;"Borek Wielkopolski (3)";7473;
3004014;"Borek Wielkopolski - miasto (4)";2502;
3004015;"Borek Wielkopolski - obszar wiejski (5)";4971;
3004023;"Gostyń (3)";28192;
3004024;"Gostyń - miasto (4)";20296;
3004025;"Gostyń - obszar wiejski (5)";7896;
3004033;"Krobia (3)";12994;
3004034;"Krobia - miasto (4)";4320;
3004035;"Krobia - obszar wiejski (5)";8674;
3004042;"Pępowo (2)";5948;
3004052;"Piaski (2)";8630;
3004063;"Pogorzela (3)";4937;
3004064;"Pogorzela - miasto (4)";2088;
3004065;"Pogorzela - obszar wiejski (5)";2849;
3004073;"Poniec (3)";7734;
3004074;"Poniec - miasto (4)";2855;
3004075;"Poniec - obszar wiejski (5)";4879;
3005000;"Powiat grodziski";51893;
3005012;"Granowo (2)";5068;
3005023;"Grodzisk Wielkopolski (3)";20064;
3005024;"Grodzisk Wielkopolski - miasto (4)";14697;
3005025;"Grodzisk Wielkopolski - obszar wiejski (5)";5367;
3005032;"Kamieniec (2)";6673;
3005043;"Rakoniewice (3)";13178;
3005044;"Rakoniewice - miasto (4)";3587;
3005045;"Rakoniewice - obszar wiejski (5)";9591;
3005053;"Wielichowo (3)";6910;
3005054;"Wielichowo - miasto (4)";1757;
3005055;"Wielichowo - obszar wiejski (5)";5153;
3006000;"Powiat jarociński";71563;
3006013;"Jaraczewo (3)";8142;
3006014;"Jaraczewo - miasto (4)";1413;
3006015;"Jaraczewo - obszar wiejski (5)";6729;
3006023;"Jarocin (3)";45731;
3006024;"Jarocin - miasto (4)";26106;
3006025;"Jarocin - obszar wiejski (5)";19625;
3006032;"Kotlin (2)";7442;
3006043;"Żerków (3)";10248;
3006044;"Żerków - miasto (4)";2110;
3006045;"Żerków - obszar wiejski (5)";8138;
3007000;"Powiat kaliski";83026;
3007012;"Blizanów (2)";9940;
3007022;"Brzeziny (2)";5817;
3007032;"Ceków-Kolonia (2)";4746;
3007042;"Godziesze Wielkie (2)";9591;
3007052;"Koźminek (2)";7547;
3007062;"Lisków (2)";5213;
3007072;"Mycielin (2)";4873;
3007083;"Opatówek (3)";10808;
3007084;"Opatówek - miasto (4)";3629;
3007085;"Opatówek - obszar wiejski (5)";7179;
3007093;"Stawiszyn (3)";7133;
3007094;"Stawiszyn - miasto (4)";1494;
3007095;"Stawiszyn - obszar wiejski (5)";5639;
3007102;"Szczytniki (2)";7812;
3007112;"Żelazków (2)";9546;
3008000;"Powiat kępiński";56451;
3008012;"Baranów (2)";7987;
3008022;"Bralin (2)";6100;
3008033;"Kępno (3)";24482;
3008034;"Kępno - miasto (4)";14012;
3008035;"Kępno - obszar wiejski (5)";10470;
3008042;"Łęka Opatowska (2)";5356;
3008052;"Perzów (2)";3777;
3008062;"Rychtal (2)";3804;
3008072;"Trzcinica (2)";4945;
3009000;"Powiat kolski";86727;
3009011;"Koło (1)";21686;
3009022;"Babiak (2)";7831;
3009032;"Chodów (2)";3005;
3009043;"Dąbie (3)";6284;
3009044;"Dąbie - miasto (4)";1986;
3009045;"Dąbie - obszar wiejski (5)";4298;
3009052;"Grzegorzew (2)";5693;
3009063;"Kłodawa (3)";12801;
3009064;"Kłodawa - miasto (4)";6418;
3009065;"Kłodawa - obszar wiejski (5)";6383;
3009072;"Koło (2)";7795;
3009082;"Kościelec (2)";6855;
3009092;"Olszówka (2)";4502;
3009102;"Osiek Mały (2)";6155;
3009113;"Przedecz (3)";4120;
3009114;"Przedecz - miasto (4)";1648;
3009115;"Przedecz - obszar wiejski (5)";2472;
3010000;"Powiat koniński";130053;
3010013;"Golina (3)";12079;
3010014;"Golina - miasto (4)";4478;
3010015;"Golina - obszar wiejski (5)";7601;
3010022;"Grodziec (2)";5160;
3010032;"Kazimierz Biskupi (2)";11487;
3010043;"Kleczew (3)";9947;
3010044;"Kleczew - miasto (4)";4151;
3010045;"Kleczew - obszar wiejski (5)";5796;
3010052;"Kramsk (2)";11250;
3010062;"Krzymów (2)";8112;
3010073;"Rychwał (3)";8249;
3010074;"Rychwał - miasto (4)";2373;
3010075;"Rychwał - obszar wiejski (5)";5876;
3010082;"Rzgów (2)";7275;
3010092;"Skulsk (2)";6122;
3010103;"Sompolno (3)";10380;
3010104;"Sompolno - miasto (4)";3538;
3010105;"Sompolno - obszar wiejski (5)";6842;
3010112;"Stare Miasto (2)";12436;
3010123;"Ślesin (3)";14067;
3010124;"Ślesin - miasto (4)";3131;
3010125;"Ślesin - obszar wiejski (5)";10936;
3010132;"Wierzbinek (2)";7287;
3010142;"Wilczyn (2)";6202;
3011000;"Powiat kościański";79183;
3011011;"Kościan (1)";23876;
3011023;"Czempiń (3)";11513;
3011024;"Czempiń - miasto (4)";5307;
3011025;"Czempiń - obszar wiejski (5)";6206;
3011032;"Kościan (2)";16144;
3011043;"Krzywiń (3)";10043;
3011044;"Krzywiń - miasto (4)";1717;
3011045;"Krzywiń - obszar wiejski (5)";8326;
3011053;"Śmigiel (3)";17607;
3011054;"Śmigiel - miasto (4)";5641;
3011055;"Śmigiel - obszar wiejski (5)";11966;
3012000;"Powiat krotoszyński";77274;
3012011;"Sulmierzyce (1)";2851;
3012023;"Kobylin (3)";8090;
3012024;"Kobylin - miasto (4)";3237;
3012025;"Kobylin - obszar wiejski (5)";4853;
3012033;"Koźmin Wielkopolski (3)";13211;
3012034;"Koźmin Wielkopolski - miasto (4)";6472;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";6739;
3012043;"Krotoszyn (3)";40341;
3012044;"Krotoszyn - miasto (4)";28804;
3012045;"Krotoszyn - obszar wiejski (5)";11537;
3012052;"Rozdrażew (2)";5204;
3012063;"Zduny (3)";7577;
3012064;"Zduny - miasto (4)";4487;
3012065;"Zduny - obszar wiejski (5)";3090;
3013000;"Powiat leszczyński";57201;
3013012;"Krzemieniewo (2)";8301;
3013022;"Lipno (2)";8382;
3013033;"Osieczna (3)";9269;
3013034;"Osieczna - miasto (4)";2369;
3013035;"Osieczna - obszar wiejski (5)";6900;
3013043;"Rydzyna (3)";9636;
3013044;"Rydzyna - miasto (4)";2897;
3013045;"Rydzyna - obszar wiejski (5)";6739;
3013052;"Święciechowa (2)";8108;
3013062;"Wijewo (2)";3836;
3013072;"Włoszakowice (2)";9669;
3014000;"Powiat międzychodzki";36751;
3014012;"Chrzypsko Wielkie (2)";3306;
3014022;"Kwilcz (2)";6341;
3014033;"Międzychód (3)";18391;
3014034;"Międzychód - miasto (4)";10587;
3014035;"Międzychód - obszar wiejski (5)";7804;
3014043;"Sieraków (3)";8713;
3014044;"Sieraków - miasto (4)";5993;
3014045;"Sieraków - obszar wiejski (5)";2720;
3015000;"Powiat nowotomyski";75543;
3015012;"Kuślin (2)";5523;
3015023;"Lwówek (3)";9089;
3015024;"Lwówek - miasto (4)";2954;
3015025;"Lwówek - obszar wiejski (5)";6135;
3015032;"Miedzichowo (2)";3695;
3015043;"Nowy Tomyśl (3)";27045;
3015044;"Nowy Tomyśl - miasto (4)";14431;
3015045;"Nowy Tomyśl - obszar wiejski (5)";12614;
3015053;"Opalenica (3)";16397;
3015054;"Opalenica - miasto (4)";9572;
3015055;"Opalenica - obszar wiejski (5)";6825;
3015063;"Zbąszyń (3)";13794;
3015064;"Zbąszyń - miasto (4)";7239;
3015065;"Zbąszyń - obszar wiejski (5)";6555;
3016000;"Powiat obornicki";59825;
3016013;"Oborniki (3)";34179;
3016014;"Oborniki - miasto (4)";18055;
3016015;"Oborniki - obszar wiejski (5)";16124;
3016023;"Rogoźno (3)";18353;
3016024;"Rogoźno - miasto (4)";11088;
3016025;"Rogoźno - obszar wiejski (5)";7265;
3016032;"Ryczywół (2)";7293;
3017000;"Powiat ostrowski";161581;
3017011;"Ostrów Wielkopolski (1)";71931;
3017023;"Nowe Skalmierzyce (3)";15563;
3017024;"Nowe Skalmierzyce - miasto (4)";4752;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";10811;
3017033;"Odolanów (3)";14655;
3017034;"Odolanów - miasto (4)";5145;
3017035;"Odolanów - obszar wiejski (5)";9510;
3017042;"Ostrów Wielkopolski (2)";19147;
3017052;"Przygodzice (2)";12179;
3017063;"Raszków (3)";11849;
3017064;"Raszków - miasto (4)";2115;
3017065;"Raszków - obszar wiejski (5)";9734;
3017072;"Sieroszewice (2)";9684;
3017082;"Sośnie (2)";6573;
3018000;"Powiat ostrzeszowski";55500;
3018012;"Czajków (2)";2490;
3018022;"Doruchów (2)";5383;
3018033;"Grabów nad Prosną (3)";7817;
3018034;"Grabów nad Prosną - miasto (4)";1924;
3018035;"Grabów nad Prosną - obszar wiejski (5)";5893;
3018042;"Kobyla Góra (2)";6139;
3018052;"Kraszewice (2)";3621;
3018063;"Mikstat (3)";6046;
3018064;"Mikstat - miasto (4)";1845;
3018065;"Mikstat - obszar wiejski (5)";4201;
3018073;"Ostrzeszów (3)";24004;
3018074;"Ostrzeszów - miasto (4)";14134;
3018075;"Ostrzeszów - obszar wiejski (5)";9870;
3019000;"Powiat pilski";136112;
3019011;"Piła (1)";73139;
3019022;"Białośliwie (2)";4852;
3019032;"Kaczory (2)";7860;
3019043;"Łobżenica (3)";9495;
3019044;"Łobżenica - miasto (4)";2952;
3019045;"Łobżenica - obszar wiejski (5)";6543;
3019052;"Miasteczko Krajeńskie (2)";3171;
3019062;"Szydłowo (2)";9196;
3019073;"Ujście (3)";7957;
3019074;"Ujście - miasto (4)";3674;
3019075;"Ujście - obszar wiejski (5)";4283;
3019083;"Wyrzysk (3)";13926;
3019084;"Wyrzysk - miasto (4)";5123;
3019085;"Wyrzysk - obszar wiejski (5)";8803;
3019093;"Wysoka (3)";6516;
3019094;"Wysoka - miasto (4)";2598;
3019095;"Wysoka - obszar wiejski (5)";3918;
3020000;"Powiat pleszewski";63014;
3020013;"Chocz (3)";4753;
3020014;"Chocz - miasto (4)";1787;
3020015;"Chocz - obszar wiejski (5)";2966;
3020022;"Czermin (2)";4947;
3020033;"Dobrzyca (3)";8128;
3020034;"Dobrzyca - miasto (4)";3128;
3020035;"Dobrzyca - obszar wiejski (5)";5000;
3020042;"Gizałki (2)";4602;
3020052;"Gołuchów (2)";10777;
3020063;"Pleszew (3)";29807;
3020064;"Pleszew - miasto (4)";17192;
3020065;"Pleszew - obszar wiejski (5)";12615;
3021000;"Powiat poznański";399272;
3021011;"Luboń (1)";31941;
3021021;"Puszczykowo (1)";9657;
3021033;"Buk (3)";12610;
3021034;"Buk - miasto (4)";6008;
3021035;"Buk - obszar wiejski (5)";6602;
3021042;"Czerwonak (2)";27617;
3021052;"Dopiewo (2)";28138;
3021062;"Kleszczewo (2)";8868;
3021072;"Komorniki (2)";30620;
3021083;"Kostrzyn (3)";18491;
3021084;"Kostrzyn - miasto (4)";9684;
3021085;"Kostrzyn - obszar wiejski (5)";8807;
3021093;"Kórnik (3)";29787;
3021094;"Kórnik - miasto (4)";7953;
3021095;"Kórnik - obszar wiejski (5)";21834;
3021103;"Mosina (3)";33442;
3021104;"Mosina - miasto (4)";14124;
3021105;"Mosina - obszar wiejski (5)";19318;
3021113;"Murowana Goślina (3)";16901;
3021114;"Murowana Goślina - miasto (4)";10433;
3021115;"Murowana Goślina - obszar wiejski (5)";6468;
3021123;"Pobiedziska (3)";19741;
3021124;"Pobiedziska - miasto (4)";9311;
3021125;"Pobiedziska - obszar wiejski (5)";10430;
3021132;"Rokietnica (2)";18637;
3021143;"Stęszew (3)";15126;
3021144;"Stęszew - miasto (4)";5946;
3021145;"Stęszew - obszar wiejski (5)";9180;
3021152;"Suchy Las (2)";18104;
3021163;"Swarzędz (3)";51522;
3021164;"Swarzędz - miasto (4)";30201;
3021165;"Swarzędz - obszar wiejski (5)";21321;
3021172;"Tarnowo Podgórne (2)";28070;
3022000;"Powiat rawicki";60262;
3022013;"Bojanowo (3)";8739;
3022014;"Bojanowo - miasto (4)";2908;
3022015;"Bojanowo - obszar wiejski (5)";5831;
3022023;"Jutrosin (3)";7053;
3022024;"Jutrosin - miasto (4)";1977;
3022025;"Jutrosin - obszar wiejski (5)";5076;
3022033;"Miejska Górka (3)";9249;
3022034;"Miejska Górka - miasto (4)";3198;
3022035;"Miejska Górka - obszar wiejski (5)";6051;
3022042;"Pakosław (2)";4918;
3022053;"Rawicz (3)";30303;
3022054;"Rawicz - miasto (4)";20111;
3022055;"Rawicz - obszar wiejski (5)";10192;
3023000;"Powiat słupecki";59077;
3023011;"Słupca (1)";13658;
3023022;"Lądek (2)";5740;
3023032;"Orchowo (2)";3795;
3023042;"Ostrowite (2)";5077;
3023052;"Powidz (2)";2320;
3023062;"Słupca (2)";9263;
3023072;"Strzałkowo (2)";10279;
3023083;"Zagórów (3)";8945;
3023084;"Zagórów - miasto (4)";2945;
3023085;"Zagórów - obszar wiejski (5)";6000;
3024000;"Powiat szamotulski";91664;
3024011;"Obrzycko (1)";2375;
3024022;"Duszniki (2)";9109;
3024032;"Kaźmierz (2)";8755;
3024042;"Obrzycko (2)";4467;
3024053;"Ostroróg (3)";4925;
3024054;"Ostroróg - miasto (4)";1892;
3024055;"Ostroróg - obszar wiejski (5)";3033;
3024063;"Pniewy (3)";12708;
3024064;"Pniewy - miasto (4)";8134;
3024065;"Pniewy - obszar wiejski (5)";4574;
3024073;"Szamotuły (3)";30251;
3024074;"Szamotuły - miasto (4)";18853;
3024075;"Szamotuły - obszar wiejski (5)";11398;
3024083;"Wronki (3)";19074;
3024084;"Wronki - miasto (4)";11119;
3024085;"Wronki - obszar wiejski (5)";7955;
3025000;"Powiat średzki";58879;
3025012;"Dominowo (2)";3079;
3025022;"Krzykosy (2)";7136;
3025032;"Nowe Miasto nad Wartą (2)";9057;
3025043;"Środa Wielkopolska (3)";32649;
3025044;"Środa Wielkopolska - miasto (4)";23505;
3025045;"Środa Wielkopolska - obszar wiejski (5)";9144;
3025052;"Zaniemyśl (2)";6958;
3026000;"Powiat śremski";61425;
3026012;"Brodnica (2)";4892;
3026023;"Dolsk (3)";5883;
3026024;"Dolsk - miasto (4)";1560;
3026025;"Dolsk - obszar wiejski (5)";4323;
3026033;"Książ Wielkopolski (3)";8495;
3026034;"Książ Wielkopolski - miasto (4)";2715;
3026035;"Książ Wielkopolski - obszar wiejski (5)";5780;
3026043;"Śrem (3)";42155;
3026044;"Śrem - miasto (4)";29446;
3026045;"Śrem - obszar wiejski (5)";12709;
3027000;"Powiat turecki";83894;
3027011;"Turek (1)";26833;
3027022;"Brudzew (2)";5966;
3027033;"Dobra (3)";6134;
3027034;"Dobra - miasto (4)";1369;
3027035;"Dobra - obszar wiejski (5)";4765;
3027042;"Kawęczyn (2)";5195;
3027052;"Malanów (2)";6585;
3027062;"Przykona (2)";4589;
3027073;"Tuliszków (3)";10537;
3027074;"Tuliszków - miasto (4)";3239;
3027075;"Tuliszków - obszar wiejski (5)";7298;
3027082;"Turek (2)";9970;
3027092;"Władysławów (2)";8085;
3028000;"Powiat wągrowiecki";70233;
3028011;"Wągrowiec (1)";25686;
3028022;"Damasławek (2)";5326;
3028033;"Gołańcz (3)";8293;
3028034;"Gołańcz - miasto (4)";3282;
3028035;"Gołańcz - obszar wiejski (5)";5011;
3028042;"Mieścisko (2)";5937;
3028053;"Skoki (3)";9713;
3028054;"Skoki - miasto (4)";4425;
3028055;"Skoki - obszar wiejski (5)";5288;
3028062;"Wapno (2)";2962;
3028072;"Wągrowiec (2)";12316;
3029000;"Powiat wolsztyński";57446;
3029012;"Przemęt (2)";14173;
3029022;"Siedlec (2)";12734;
3029033;"Wolsztyn (3)";30539;
3029034;"Wolsztyn - miasto (4)";13018;
3029035;"Wolsztyn - obszar wiejski (5)";17521;
3030000;"Powiat wrzesiński";77994;
3030012;"Kołaczkowo (2)";6025;
3030023;"Miłosław (3)";10202;
3030024;"Miłosław - miasto (4)";3551;
3030025;"Miłosław - obszar wiejski (5)";6651;
3030033;"Nekla (3)";7571;
3030034;"Nekla - miasto (4)";3807;
3030035;"Nekla - obszar wiejski (5)";3764;
3030043;"Pyzdry (3)";6937;
3030044;"Pyzdry - miasto (4)";3118;
3030045;"Pyzdry - obszar wiejski (5)";3819;
3030053;"Września (3)";47259;
3030054;"Września - miasto (4)";30922;
3030055;"Września - obszar wiejski (5)";16337;
3031000;"Powiat złotowski";69433;
3031011;"Złotów (1)";18532;
3031023;"Jastrowie (3)";11500;
3031024;"Jastrowie - miasto (4)";8633;
3031025;"Jastrowie - obszar wiejski (5)";2867;
3031033;"Krajenka (3)";7534;
3031034;"Krajenka - miasto (4)";3643;
3031035;"Krajenka - obszar wiejski (5)";3891;
3031042;"Lipka (2)";5509;
3031053;"Okonek (3)";8502;
3031054;"Okonek - miasto (4)";3873;
3031055;"Okonek - obszar wiejski (5)";4629;
3031062;"Tarnówka (2)";3009;
3031072;"Zakrzewo (2)";4905;
3031082;"Złotów (2)";9942;
3061000;"Powiat m.Kalisz";100246;
3061011;"Kalisz (1)";100246;
3062000;"Powiat m.Konin";73522;
3062011;"Konin (1)";73522;
3063000;"Powiat m.Leszno";63505;
3063011;"Leszno (1)";63505;
3064000;"Powiat m.Poznań";534813;
3064011;"Poznań (1)";534813;
3200000;"ZACHODNIOPOMORSKIE";1696193;
3201000;"Powiat białogardzki";47560;
3201011;"Białogard (1)";24146;
3201022;"Białogard (2)";7546;
3201033;"Karlino (3)";9137;
3201034;"Karlino - miasto (4)";5918;
3201035;"Karlino - obszar wiejski (5)";3219;
3201043;"Tychowo (3)";6731;
3201044;"Tychowo - miasto (4)";2520;
3201045;"Tychowo - obszar wiejski (5)";4211;
3202000;"Powiat choszczeński";48243;
3202012;"Bierzwnik (2)";4670;
3202023;"Choszczno (3)";21635;
3202024;"Choszczno - miasto (4)";15109;
3202025;"Choszczno - obszar wiejski (5)";6526;
3202033;"Drawno (3)";5053;
3202034;"Drawno - miasto (4)";2274;
3202035;"Drawno - obszar wiejski (5)";2779;
3202042;"Krzęcin (2)";3667;
3202053;"Pełczyce (3)";7764;
3202054;"Pełczyce - miasto (4)";2589;
3202055;"Pełczyce - obszar wiejski (5)";5175;
3202063;"Recz (3)";5454;
3202064;"Recz - miasto (4)";2883;
3202065;"Recz - obszar wiejski (5)";2571;
3203000;"Powiat drawski";57015;
3203013;"Czaplinek (3)";11867;
3203014;"Czaplinek - miasto (4)";7119;
3203015;"Czaplinek - obszar wiejski (5)";4748;
3203023;"Drawsko Pomorskie (3)";17174;
3203024;"Drawsko Pomorskie - miasto (4)";11523;
3203025;"Drawsko Pomorskie - obszar wiejski (5)";5651;
3203033;"Kalisz Pomorski (3)";7372;
3203034;"Kalisz Pomorski - miasto (4)";4388;
3203035;"Kalisz Pomorski - obszar wiejski (5)";2984;
3203052;"Wierzchowo (2)";4243;
3203063;"Złocieniec (3)";16359;
3203064;"Złocieniec - miasto (4)";12833;
3203065;"Złocieniec - obszar wiejski (5)";3526;
3204000;"Powiat goleniowski";82421;
3204023;"Goleniów (3)";36088;
3204024;"Goleniów - miasto (4)";22216;
3204025;"Goleniów - obszar wiejski (5)";13872;
3204033;"Maszewo (3)";8777;
3204034;"Maszewo - miasto (4)";3363;
3204035;"Maszewo - obszar wiejski (5)";5414;
3204043;"Nowogard (3)";24634;
3204044;"Nowogard - miasto (4)";16585;
3204045;"Nowogard - obszar wiejski (5)";8049;
3204052;"Osina (2)";3034;
3204062;"Przybiernów (2)";5005;
3204073;"Stepnica (3)";4883;
3204074;"Stepnica - miasto (4)";2472;
3204075;"Stepnica - obszar wiejski (5)";2411;
3205000;"Powiat gryficki";60277;
3205012;"Brojce (2)";3743;
3205023;"Gryfice (3)";23757;
3205024;"Gryfice - miasto (4)";16415;
3205025;"Gryfice - obszar wiejski (5)";7342;
3205032;"Karnice (2)";3977;
3205043;"Płoty (3)";8801;
3205044;"Płoty - miasto (4)";3927;
3205045;"Płoty - obszar wiejski (5)";4874;
3205072;"Rewal (2)";3862;
3205083;"Trzebiatów (3)";16137;
3205084;"Trzebiatów - miasto (4)";9964;
3205085;"Trzebiatów - obszar wiejski (5)";6173;
3206000;"Powiat gryfiński";81882;
3206012;"Banie (2)";6308;
3206023;"Cedynia (3)";4221;
3206024;"Cedynia - miasto (4)";1520;
3206025;"Cedynia - obszar wiejski (5)";2701;
3206033;"Chojna (3)";13706;
3206034;"Chojna - miasto (4)";7408;
3206035;"Chojna - obszar wiejski (5)";6298;
3206043;"Gryfino (3)";31827;
3206044;"Gryfino - miasto (4)";21167;
3206045;"Gryfino - obszar wiejski (5)";10660;
3206053;"Mieszkowice (3)";7047;
3206054;"Mieszkowice - miasto (4)";3612;
3206055;"Mieszkowice - obszar wiejski (5)";3435;
3206063;"Moryń (3)";4267;
3206064;"Moryń - miasto (4)";1629;
3206065;"Moryń - obszar wiejski (5)";2638;
3206072;"Stare Czarnowo (2)";3828;
3206083;"Trzcińsko-Zdrój (3)";5271;
